"SYMBOL"	"LocusTag"	"description"	"LENGTH_AA"	"PROTEIN_REFSEQ"	"UNIPROT"	"PI"	"link_UNIPROT"	"link_NCBI"	"MW"	"new_Gene"	"SVM_prediction"	"Shift"	"High_significant_fractions"	"Low_significant_fractions"	"Cluster"	"Cluster_confidence"
"alr3419"	"PCC7120DELTA_RS18820"	"MBL fold metallO-hydrolase"	228	"WP_010997569.1"	"Q8YRM5"	"8.62"	"https://www.uniprot.org/uniprotkb/Q8YRM5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997569.1/"	"25.24"	"alr3419"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3424"	"PCC7120DELTA_RS18845"	"GDP-mannose 4,6-dehydratase"	334	"WP_010997574.1"	"Q8YRM2"	"6.07"	"https://www.uniprot.org/uniprotkb/Q8YRM2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997574.1/"	"37.27"	"alr3424"	"FALSE"	"FALSE"	"NA"	"NA"	9	"97.36"
"alr3425"	"PCC7120DELTA_RS18850"	"Glycosyltransferase family 4 protein"	388	"WP_010997575.1"	"Q8YRM1"	7	"https://www.uniprot.org/uniprotkb/Q8YRM1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997575.1/"	"43.42"	"alr3425"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3429"	"PCC7120DELTA_RS18870"	"Transporter substrate-binding domain-containing protein"	271	"WP_010997579.1"	"Q8YRL7"	"9.11"	"https://www.uniprot.org/uniprotkb/Q8YRL7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997579.1/"	"30.12"	"alr3429"	"FALSE"	"FALSE"	"NA"	"NA"	6	"99.96"
"alr3430"	"PCC7120DELTA_RS18875"	"Tetratricopeptide repeat protein"	174	"WP_010997580.1"	"Q8YRL6"	"9.44"	"https://www.uniprot.org/uniprotkb/Q8YRL6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997580.1/"	"19.84"	"alr3430"	"FALSE"	"FALSE"	"NA"	"NA"	8	"96.79"
"alr3431"	"PCC7120DELTA_RS18880"	"Primary-amine oxidase"	660	"WP_010997581.1"	"Q8YRL5"	"5.98"	"https://www.uniprot.org/uniprotkb/Q8YRL5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997581.1/"	"74.64"	"alr3431"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3449"	"PCC7120DELTA_RS18970"	"Tetratricopeptide repeat protein"	155	"WP_010997599.1"	"Q8YRJ7"	"9.49"	"https://www.uniprot.org/uniprotkb/Q8YRJ7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997599.1/"	"17.42"	"alr3449"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"alr3453"	"PCC7120DELTA_RS18990"	"Hypothetical protein"	221	"WP_044523157.1"	"Q8YRJ3"	"5.74"	"https://www.uniprot.org/uniprotkb/Q8YRJ3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044523157.1/"	"25.73"	"alr3453"	"FALSE"	"FALSE"	"NA"	"NA"	5	100
"alr3454"	"PCC7120DELTA_RS18995"	"Four-carbon acid sugar kinase family protein"	441	"WP_010997604.1"	"Q8YRJ2"	"5.79"	"https://www.uniprot.org/uniprotkb/Q8YRJ2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997604.1/"	"47.98"	"alr3454"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.91"
"alr3466"	"PCC7120DELTA_RS19055"	"NACHT domain-containing protein"	1525	"WP_044521781.1"	"Q8YRI1"	"5.35"	"https://www.uniprot.org/uniprotkb/Q8YRI1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521781.1/"	"170.38"	"alr3466"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3469"	"PCC7120DELTA_RS19070"	"Type II toxin-antitoxin system VapC family toxin"	128	"WP_010997619.1"	"Q8YRH8"	"5.84"	"https://www.uniprot.org/uniprotkb/Q8YRH8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997619.1/"	"14.73"	"alr3469"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"alr3472"	"PCC7120DELTA_RS19085"	"50S ribosome-binding GTPase"	557	"WP_010997622.1"	"Q8YRH5"	"5.37"	"https://www.uniprot.org/uniprotkb/Q8YRH5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997622.1/"	"63.96"	"alr3472"	"FALSE"	"FALSE"	"NA"	"NA"	11	100
"alr3474"	"PCC7120DELTA_RS19095"	"Hypothetical protein"	306	"WP_231865474.1"	"Q8XGK0"	"6.94"	"https://www.uniprot.org/uniprotkb/Q8XGK0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_231865474.1/"	"36.87"	"alr3474"	"FALSE"	"FALSE"	"NA"	"NA"	12	"95.59"
"alr3479"	"PCC7120DELTA_RS19120"	"Type II toxin-antitoxin system VapC family toxin"	149	"WP_010997629.1"	"Q8YRG9"	"5.26"	"https://www.uniprot.org/uniprotkb/Q8YRG9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997629.1/"	"16.69"	"alr3479"	"FALSE"	"FALSE"	"NA"	"NA"	5	"94.65"
"alr3491"	"PCC7120DELTA_RS19170"	"MoxR family ATPase"	346	"WP_010997641.1"	"Q8YRF7"	"5.18"	"https://www.uniprot.org/uniprotkb/Q8YRF7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997641.1/"	"40.49"	"alr3491"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3492"	"PCC7120DELTA_RS19175"	"Hypothetical protein"	406	"WP_044521788.1"	"Q8YRF6"	"5.47"	"https://www.uniprot.org/uniprotkb/Q8YRF6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521788.1/"	"47.6"	"alr3492"	"FALSE"	"TRUE"	10	"NA"	11	"99.99"
"alr3504"	"PCC7120DELTA_RS19240"	"GGDEF domain-containing protein"	307	"WP_010997654.1"	"Q8YRE4"	"9.07"	"https://www.uniprot.org/uniprotkb/Q8YRE4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997654.1/"	"34.76"	"alr3504"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.67"
"alr3511"	"PCC7120DELTA_RS19275"	"ATP-binding protein"	650	"WP_044521794.1"	"Q8YRD7"	"4.86"	"https://www.uniprot.org/uniprotkb/Q8YRD7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521794.1/"	"69.02"	"alr3511"	"FALSE"	"FALSE"	"NA"	"NA"	12	"99.98"
"alr3514"	"PCC7120DELTA_RS19290"	"Alpha/beta hydrolase"	300	"WP_010997664.1"	"Q8YRD4"	"5.87"	"https://www.uniprot.org/uniprotkb/Q8YRD4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997664.1/"	"32.69"	"alr3514"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.91"
"alr3524"	"PCC7120DELTA_RS19340"	"Hypothetical protein"	704	"WP_010997674.1"	"Q8YRC4"	"8.04"	"https://www.uniprot.org/uniprotkb/Q8YRC4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997674.1/"	"80.56"	"alr3524"	"FALSE"	"FALSE"	"NA"	"NA"	13	100
"alr3525"	"PCC7120DELTA_RS19345"	"AIR synthase-related protein"	425	"WP_010997675.1"	"Q8YRC3"	"5.11"	"https://www.uniprot.org/uniprotkb/Q8YRC3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997675.1/"	"45.7"	"alr3525"	"FALSE"	"FALSE"	"NA"	"NA"	10	"99.31"
"alr3528"	"PCC7120DELTA_RS19360"	"HAD family phosphatase"	242	"WP_010997678.1"	"Q8YRC0"	"5.02"	"https://www.uniprot.org/uniprotkb/Q8YRC0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997678.1/"	"27.23"	"alr3528"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.99"
"alr3529"	"PCC7120DELTA_RS19370"	"TIGR04376 family protein"	191	"WP_010997679.1"	"Q8YRB9"	"5.44"	"https://www.uniprot.org/uniprotkb/Q8YRB9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997679.1/"	"22.46"	"alr3529"	"FALSE"	"FALSE"	"NA"	"NA"	5	"99.89"
"alr3533"	"PCC7120DELTA_RS19390"	"NUDIX hydrolase"	184	"WP_010997683.1"	"Q8YRB5"	"4.74"	"https://www.uniprot.org/uniprotkb/Q8YRB5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997683.1/"	"20.81"	"alr3533"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"alr3535"	"PCC7120DELTA_RS19400"	"GNAT family N-acetyltransferase"	156	"WP_010997685.1"	"Q8YRB3"	"6.37"	"https://www.uniprot.org/uniprotkb/Q8YRB3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997685.1/"	"18.27"	"alr3535"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3539"	"PCC7120DELTA_RS19420"	"Hypothetical protein"	280	"WP_010997689.1"	"Q8YRA9"	"5.99"	"https://www.uniprot.org/uniprotkb/Q8YRA9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997689.1/"	"30.96"	"alr3539"	"FALSE"	"FALSE"	"NA"	"NA"	2	"99.99"
"alr3543"	"PCC7120DELTA_RS19440"	"S8 family peptidase"	615	"WP_010997693.1"	"Q8YRA5"	"5.28"	"https://www.uniprot.org/uniprotkb/Q8YRA5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997693.1/"	"66.13"	"alr3543"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3548"	"PCC7120DELTA_RS19465"	"DUF2141 domain-containing protein"	151	"WP_010997698.1"	"Q8YRA0"	"9.51"	"https://www.uniprot.org/uniprotkb/Q8YRA0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997698.1/"	"16.66"	"alr3548"	"FALSE"	"FALSE"	"NA"	"NA"	1	100
"alr3562"	"PCC7120DELTA_RS19530"	"Hypothetical protein"	460	"WP_044521805.1"	"Q8YR86"	"8.6"	"https://www.uniprot.org/uniprotkb/Q8YR86/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521805.1/"	"50.8"	"alr3562"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.33"
"alr3576"	"PCC7120DELTA_RS19610"	"Metal ABC transporter substrate-binding protein"	325	"WP_010997725.1"	"Q8YR74"	"6.25"	"https://www.uniprot.org/uniprotkb/Q8YR74/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997725.1/"	"35.07"	"alr3576"	"FALSE"	"TRUE"	"NA"	4	"NA"	"NA"
"alr3594"	"PCC7120DELTA_RS19700"	"Response regulator transcription factor"	138	"WP_010997743.1"	"Q8YR56"	"4.7"	"https://www.uniprot.org/uniprotkb/Q8YR56/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997743.1/"	"15.1"	"alr3594"	"FALSE"	"FALSE"	"NA"	"NA"	7	100
"alr3596"	"PCC7120DELTA_RS19710"	"DUF2854 domain-containing protein"	192	"WP_010997745.1"	"Q8YR54"	"5.06"	"https://www.uniprot.org/uniprotkb/Q8YR54/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997745.1/"	"21.19"	"alr3596"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.98"
"alr3602"	"PCC7120DELTA_RS19740"	"Long-chain fatty acid--CoA ligase"	658	"WP_044523181.1"	"Q8YR48"	"8.78"	"https://www.uniprot.org/uniprotkb/Q8YR48/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044523181.1/"	"76.73"	"alr3602"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"alr3603"	"PCC7120DELTA_RS19745"	"YlqD family protein"	150	"WP_010997752.1"	"Q8YR47"	"4.66"	"https://www.uniprot.org/uniprotkb/Q8YR47/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997752.1/"	"17.36"	"alr3603"	"FALSE"	"FALSE"	"NA"	"NA"	5	100
"alr3606"	"PCC7120DELTA_RS19755"	"2-oxo acid dehydrogenase subunit E2"	430	"WP_010997755.1"	"Q8YR44"	"5.75"	"https://www.uniprot.org/uniprotkb/Q8YR44/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997755.1/"	"44.83"	"alr3606"	"FALSE"	"FALSE"	"NA"	"NA"	7	"99.98"
"alr3619"	"PCC7120DELTA_RS19820"	"Hypothetical protein"	306	"WP_231865474.1"	"Q8XGK0"	"6.94"	"https://www.uniprot.org/uniprotkb/Q8XGK0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_231865474.1/"	"36.87"	"alr3619"	"FALSE"	"TRUE"	19	"NA"	10	"99.87"
"alr3622"	"PCC7120DELTA_RS19835"	"PIN domain-containing protein"	140	"WP_010997768.1"	"Q8YR31"	"5.24"	"https://www.uniprot.org/uniprotkb/Q8YR31/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997768.1/"	"15.78"	"alr3622"	"FALSE"	"TRUE"	"8 9 10 11 12 13 15 16"	"NA"	8	"99.88"
"alr3639"	"PCC7120DELTA_RS19920"	"TIGR04255 family protein"	257	"WP_010997783.1"	"Q8YR19"	"4.73"	"https://www.uniprot.org/uniprotkb/Q8YR19/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997783.1/"	"30.1"	"alr3639"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"alr3640"	"PCC7120DELTA_RS19925"	"Hypothetical protein"	179	"WP_010997784.1"	"Q8YR18"	"5.43"	"https://www.uniprot.org/uniprotkb/Q8YR18/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997784.1/"	"20.16"	"alr3640"	"FALSE"	"FALSE"	"NA"	"NA"	3	"99.94"
"alr3644"	"PCC7120DELTA_RS19945"	"Aspartate kinase"	606	"WP_010997788.1"	"Q8YR14"	"5.68"	"https://www.uniprot.org/uniprotkb/Q8YR14/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997788.1/"	"64.38"	"alr3644"	"TRUE"	"FALSE"	"NA"	"NA"	9	100
"alr3647"	"PCC7120DELTA_RS19965"	"ABC exporter membrane fusion protein"	434	"WP_010997791.1"	"Q8YR11"	"5.67"	"https://www.uniprot.org/uniprotkb/Q8YR11/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997791.1/"	"46.71"	"alr3647"	"FALSE"	"FALSE"	"NA"	"NA"	3	"99.77"
"alr3663"	"PCC7120DELTA_RS30475"	"HNH endonuclease"	349	"WP_010997807.1"	"Q8YQZ7"	"6.1"	"https://www.uniprot.org/uniprotkb/Q8YQZ7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997807.1/"	"40.39"	"alr3663"	"FALSE"	"FALSE"	"NA"	"NA"	6	100
"alr3671"	"PCC7120DELTA_RS20080"	"Hybrid sensor histidine kinase/response regulator"	393	"WP_044521872.1"	"Q8YQY9"	"5.44"	"https://www.uniprot.org/uniprotkb/Q8YQY9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521872.1/"	"44.58"	"alr3671"	"FALSE"	"FALSE"	"NA"	"NA"	9	100
"alr3672"	"PCC7120DELTA_RS20085"	"Aldehyde dehydrogenase family protein"	460	"WP_010997816.1"	"Q8YQY8"	"7.59"	"https://www.uniprot.org/uniprotkb/Q8YQY8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997816.1/"	"51.19"	"alr3672"	"FALSE"	"TRUE"	"6 11 12 13 14 15 16 17 18 19"	5	13	"95.98"
"alr3685"	"PCC7120DELTA_RS20150"	"Alpha/beta hydrolase"	306	"WP_010997828.1"	"Q8YQX6"	"5.76"	"https://www.uniprot.org/uniprotkb/Q8YQX6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997828.1/"	"34.82"	"alr3685"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3692"	"PCC7120DELTA_RS20185"	"Mechanosensitive ion channel family protein"	284	"WP_010997835.1"	"Q8YQW9"	"6.08"	"https://www.uniprot.org/uniprotkb/Q8YQW9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997835.1/"	"30.71"	"alr3692"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3705"	"PCC7120DELTA_RS20245"	"MFS transporter"	487	"WP_010997848.1"	"Q8YQV7"	"8.69"	"https://www.uniprot.org/uniprotkb/Q8YQV7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997848.1/"	"54.31"	"alr3705"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3706"	"PCC7120DELTA_RS20250"	"Protein kinase"	546	"WP_010997849.1"	"Q8YQV6"	"8.25"	"https://www.uniprot.org/uniprotkb/Q8YQV6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997849.1/"	"60.3"	"alr3706"	"FALSE"	"FALSE"	"NA"	"NA"	12	100
"alr3720"	"PCC7120DELTA_RS20315"	"Hypothetical protein"	129	"WP_010997863.1"	"Q8YQU6"	"4.66"	"https://www.uniprot.org/uniprotkb/Q8YQU6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997863.1/"	"13.23"	"alr3720"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"alr3723"	"PCC7120DELTA_RS20330"	"Cation-transporting p-type ATPase"	911	"WP_010997866.1"	"Q8YQU3"	"5.23"	"https://www.uniprot.org/uniprotkb/Q8YQU3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997866.1/"	"98.05"	"alr3723"	"FALSE"	"FALSE"	"NA"	"NA"	13	"99.97"
"alr3724"	"PCC7120DELTA_RS20335"	"Aspartate ammonia-lyase"	471	"WP_010997867.1"	"Q8YQU2"	"5.41"	"https://www.uniprot.org/uniprotkb/Q8YQU2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997867.1/"	"50.72"	"alr3724"	"FALSE"	"FALSE"	"NA"	"NA"	15	100
"alr3738"	"PCC7120DELTA_RS20405"	"TerB family tellurite resistance protein"	224	"WP_010997879.1"	"Q8YQT1"	"4.74"	"https://www.uniprot.org/uniprotkb/Q8YQT1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997879.1/"	"24.93"	"alr3738"	"FALSE"	"FALSE"	"NA"	"NA"	5	100
"alr3749"	"PCC7120DELTA_RS20460"	"Amidohydrolase"	466	"WP_010997890.1"	"Q8YQS0"	"5.09"	"https://www.uniprot.org/uniprotkb/Q8YQS0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997890.1/"	"50.6"	"alr3749"	"FALSE"	"FALSE"	"NA"	"NA"	12	100
"alr3762"	"PCC7120DELTA_RS20530"	"Peptide ABC transporter substrate-binding protein"	588	"WP_010997903.1"	"Q8YQQ7"	"5.94"	"https://www.uniprot.org/uniprotkb/Q8YQQ7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997903.1/"	"65.19"	"alr3762"	"FALSE"	"FALSE"	"NA"	"NA"	10	"99.99"
"alr3769"	"PCC7120DELTA_RS20560"	"Cyclase family protein"	237	"WP_044521926.1"	"Q8YQQ1"	"4.95"	"https://www.uniprot.org/uniprotkb/Q8YQQ1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521926.1/"	"25.95"	"alr3769"	"FALSE"	"FALSE"	"NA"	"NA"	5	"99.99"
"alr3771"	"PCC7120DELTA_RS20565"	"Aldehyde dehydrogenase family protein"	498	"WP_010997912.1"	"Q8YQP9"	"5.55"	"https://www.uniprot.org/uniprotkb/Q8YQP9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997912.1/"	"54.3"	"alr3771"	"FALSE"	"FALSE"	"NA"	"NA"	15	100
"alr3775"	"PCC7120DELTA_RS20585"	"Hypothetical protein"	115	"WP_010997916.1"	"Q8YQP5"	"5.27"	"https://www.uniprot.org/uniprotkb/Q8YQP5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997916.1/"	"13.48"	"alr3775"	"FALSE"	"FALSE"	"NA"	"NA"	9	"96.22"
"alr3790"	"PCC7120DELTA_RS20665"	"Rhodanese-like domain-containing protein"	151	"WP_010997931.1"	"Q8YQN0"	"5.04"	"https://www.uniprot.org/uniprotkb/Q8YQN0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997931.1/"	"16.57"	"alr3790"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3795"	"PCC7120DELTA_RS20690"	"Translation initiation factor"	115	"WP_010997936.1"	"Q8YQM5"	"9.72"	"https://www.uniprot.org/uniprotkb/Q8YQM5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997936.1/"	"12.63"	"alr3795"	"TRUE"	"FALSE"	"NA"	"NA"	3	"90.07"
"alr3798"	"PCC7120DELTA_RS20705"	"Glutathione S-transferase family protein"	263	"WP_010997939.1"	"Q8YQM2"	5	"https://www.uniprot.org/uniprotkb/Q8YQM2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997939.1/"	"28.95"	"alr3798"	"FALSE"	"FALSE"	"NA"	"NA"	5	"97.89"
"alr3799"	"PCC7120DELTA_RS20710"	"ATP-binding protein"	579	"WP_010997940.1"	"Q8YQM1"	"5.5"	"https://www.uniprot.org/uniprotkb/Q8YQM1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997940.1/"	"64.54"	"alr3799"	"FALSE"	"FALSE"	"NA"	"NA"	17	"99.84"
"alr3806"	"PCC7120DELTA_RS20745"	"AAA family ATPase"	450	"WP_010997947.1"	"Q8YQL5"	"5.61"	"https://www.uniprot.org/uniprotkb/Q8YQL5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997947.1/"	"51.58"	"alr3806"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.97"
"alr3807"	"PCC7120DELTA_RS20750"	"Tetratricopeptide repeat protein"	604	"WP_010997948.1"	"Q8YQL4"	"5.23"	"https://www.uniprot.org/uniprotkb/Q8YQL4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997948.1/"	"70.54"	"alr3807"	"FALSE"	"FALSE"	"NA"	"NA"	11	100
"alr3813"	"PCC7120DELTA_RS20780"	"CBS domain-containing protein"	152	"WP_010997954.1"	"Q8YQL0"	"5.76"	"https://www.uniprot.org/uniprotkb/Q8YQL0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997954.1/"	"16.66"	"alr3813"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3815"	"PCC7120DELTA_RS20790"	"Pre-peptidase C-terminal domain-containing protein"	829	"WP_010997956.1"	"Q8YQK8"	"4.97"	"https://www.uniprot.org/uniprotkb/Q8YQK8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997956.1/"	"89.2"	"alr3815"	"FALSE"	"TRUE"	"7 8"	"NA"	"NA"	"NA"
"alr3824"	"PCC7120DELTA_RS20835"	"Uma2 family endonuclease"	266	"WP_010997965.1"	"Q8YQJ9"	"4.64"	"https://www.uniprot.org/uniprotkb/Q8YQJ9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997965.1/"	"30.89"	"alr3824"	"FALSE"	"TRUE"	"9 16 17"	"NA"	4	"91.87"
"alr3825"	"PCC7120DELTA_RS20840"	"Hypothetical protein"	297	"WP_010997966.1"	"Q8YQJ8"	"6.24"	"https://www.uniprot.org/uniprotkb/Q8YQJ8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997966.1/"	"33.31"	"alr3825"	"FALSE"	"FALSE"	"NA"	"NA"	17	"99.97"
"alr3827"	"PCC7120DELTA_RS20850"	"Hypothetical protein"	472	"WP_010997968.1"	"Q8YQJ6"	"9.1"	"https://www.uniprot.org/uniprotkb/Q8YQJ6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997968.1/"	"54.57"	"alr3827"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3844"	"PCC7120DELTA_RS20930"	"Photosynthesis system II assembly factor Ycf48"	339	"WP_010997985.1"	"Q8YQI3"	"4.72"	"https://www.uniprot.org/uniprotkb/Q8YQI3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997985.1/"	"36.98"	"alr3844"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3855"	"PCC7120DELTA_RS20970"	"Hypothetical protein"	120	"WP_044521955.1"	"Q8YQH4"	"5.11"	"https://www.uniprot.org/uniprotkb/Q8YQH4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521955.1/"	"17.06"	"alr3855"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3863"	"PCC7120DELTA_RS21020"	"HAD hydrolase-like protein"	261	"WP_010998004.1"	"Q8YQG8"	"4.72"	"https://www.uniprot.org/uniprotkb/Q8YQG8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998004.1/"	"30.08"	"alr3863"	"FALSE"	"FALSE"	"NA"	"NA"	6	"99.86"
"alr3867"	"PCC7120DELTA_RS21040"	"Cysteine desulfurase-like protein"	454	"WP_044521961.1"	"Q8YQG4"	"5.65"	"https://www.uniprot.org/uniprotkb/Q8YQG4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521961.1/"	"50.3"	"alr3867"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3874"	"PCC7120DELTA_RS21075"	"DUF2993 domain-containing protein"	237	"WP_010998015.1"	"Q8YQF7"	"5.33"	"https://www.uniprot.org/uniprotkb/Q8YQF7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998015.1/"	"26.43"	"alr3874"	"FALSE"	"TRUE"	"1_2"	"NA"	"NA"	"NA"
"alr3877"	"PCC7120DELTA_RS21090"	"Serine/threonine protein kinase"	463	"WP_010998018.1"	"Q8YQF4"	"6.15"	"https://www.uniprot.org/uniprotkb/Q8YQF4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998018.1/"	"52.26"	"alr3877"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.99"
"alr3884"	"PCC7120DELTA_RS21125"	"ABC transporter substrate-binding protein"	595	"WP_010998025.1"	"Q8YQE9"	"8.65"	"https://www.uniprot.org/uniprotkb/Q8YQE9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998025.1/"	"67.17"	"alr3884"	"FALSE"	"FALSE"	"NA"	"NA"	12	"99.89"
"alr3890"	"PCC7120DELTA_RS21150"	"Hypothetical protein"	246	"WP_010998031.1"	"Q8YQE3"	"9.8"	"https://www.uniprot.org/uniprotkb/Q8YQE3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998031.1/"	"26.5"	"alr3890"	"FALSE"	"FALSE"	"NA"	"NA"	3	100
"alr3897"	"PCC7120DELTA_RS21185"	"SDR family oxidoreductase"	274	"WP_010998038.1"	"Q8YQD6"	"6.3"	"https://www.uniprot.org/uniprotkb/Q8YQD6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998038.1/"	"29.49"	"alr3897"	"FALSE"	"FALSE"	"NA"	"NA"	13	"98.13"
"alr3900"	"PCC7120DELTA_RS21200"	"Site-2 protease family protein"	398	"WP_044521983.1"	"Q8YQD3"	"5.49"	"https://www.uniprot.org/uniprotkb/Q8YQD3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521983.1/"	"43.1"	"alr3900"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
