"Gene"	"Protein.ID"	"Protein.Description"	"SVM"	"n_ctrl"	"n_rnase"	"n_hits"	"hits"	"n_candidates"	"candidates"	"n_hits_plus_candidates"	"FC_fraction01_2"	"FC_fraction03"	"FC_fraction04"	"FC_fraction05"	"FC_fraction06"	"FC_fraction07"	"FC_fraction08"	"FC_fraction09"	"FC_fraction10"	"FC_fraction11"	"FC_fraction12"	"FC_fraction13"	"FC_fraction14"	"FC_fraction15"	"FC_fraction16"	"FC_fraction17"	"FC_fraction18"	"FC_fraction19"	"p_fraction01_2"	"p_fraction03"	"p_fraction04"	"p_fraction05"	"p_fraction06"	"p_fraction07"	"p_fraction08"	"p_fraction09"	"p_fraction10"	"p_fraction11"	"p_fraction12"	"p_fraction13"	"p_fraction14"	"p_fraction15"	"p_fraction16"	"p_fraction17"	"p_fraction18"	"p_fraction19"
"alr1160"	"Q8YXQ2"	"Alr1160 protein "	-0,8163357155	2	2	0		0		0	0,6966526451	-0,2064667496	-0,272996314	0,0297555594	0,1685405563	0,0873895218	0,0413008557	-0,0461557017	0,1758633294	0,4632603873	0,6246612673	0,2292965526	0,111343238	0,371496662	-0,1576295681	-0,1027558647	0,1427941494	0,2490761807	0,3751895154	0,8872788797	0,7596989113	0,9709100901	0,9227885253	0,9710884852	0,9366069555	0,9595509205	0,9427354863	0,9474628466	0,8885701917	0,9350000719	0,9733317898	0,9666399847	0,9712373467	0,9817144138	0,9499574505	0,9385011346
"alr7250"	"Q8YKP3"	"Alr7250 protein "	-0,8159952419	2	2	0		0		0	0,6370296366	0,0441363003	-0,2405796986	-0,2273789615	-0,0156695516	0,6176670319	-0,4367429082	-0,0152576904	0,5234201589	0,4996712552	0,7929584591		0,2518839396		0,1390961008	-0,0426817715	0,7708201709	-0,103350804	0,4675217412	0,9541213938	0,8865066664	0,8954556306	0,9679719063	0,7481238698	0,8807703703	0,9624292407	0,8850576956	0,9205383467	0,8415768577		0,9672932478		0,9732817449	0,9842300965	0,7677791797	0,9492327593
"alr4596"	"Q8YNH0"	"Malic enzyme "	-0,815575413	3	3	0		0		0	0,1838516918	0,0674781757	0,0913977005	-0,0627459479	-0,11652489	-0,0750263871	-0,0542043902	0,025841503	-0,0125897042	-0,0178422894	-0,1799657493	-0,1966945419	-0,1316596752	-0,0981671649	0,0047266475	0,076908094	-0,0230729031	0,2797522716	0,9125139629	0,9503789403	0,9353424742	0,9638925819	0,9557466381	0,9716074659	0,9340280791	0,9613856715	0,9602726418	0,9788754464	0,9623077121	0,9355876116	0,9710299631	0,9814634487	0,9783493098	0,982101838	0,9607601964	0,9089606471
"alr1044"	"Q8YY10"	"Transcriptional regulator "	-0,8150708828	2	2	0		0		0	-0,4684530084	-0,7646665701	-0,863606823	0,0865829785	0,0254050308	0,7698379698	0,8014550542	0,9222294746	0,7129254412	1,0142460403	1,4131276262	1,7203008853	1,8919019089	1,3259111427	1,2991062178	0,782044552	1,6248285649	0,8729307232	0,8152699042	0,1798511473	0,0819428147	0,9630609758	0,966474908	0,1564585993	0,4000691929	0,484757098	0,5637923565	0,3820672061	0,5444451269	0,1670709413	0,1568501815	0,8868679145	0,5258440262	0,8863082247	0,6873227023	0,8461974265
"ado"	"Q8YLL5"	"Aldehyde decarbonylase "	-0,8126878293	3	3	0		0		0	0,0666530356	0,0005829848	-0,0755629784	0,0216506026	0,111045029	0,1445027751	0,0007227453	0,0371513221	0,0837674682	-0,1414038435	-0,564600291	-0,3002487282	0,4338134401	-0,1565097202	0,0574506175	0,192530713	-0,0960525982	0,1002902836	0,9422365941	0,9612952728	0,9287949805	0,9713331104	0,958156752	0,9695029938	0,9426468999	0,9599915935	0,952196595	0,972571894	0,9209464428	0,9401557605	0,9385455034	0,9776335423	0,9757731833	0,9767180341	0,9533245747	0,9462395053
"alr3172"	"WP_044523109.1"	"thiol-disulfide oxidoreductase DCC family protein "	-0,812348155	3	3	0		0		0	0,3551710907	0,0700217135	-0,1312354499	0,0146100273	-0,0949398119	-0,0311063808	-0,0875641147	0,144374155	0,1897027199	0,1681352168	0,2218167185	-0,0170896131	0,3707370216	0,2515934717	-0,1283160565	0,6906236973	0,0242108679	0,178178289	0,8452936665	0,945945368	0,919368709	0,9721832827	0,9462372832	0,9763393285	0,927984644	0,9485871684	0,9385270499	0,9718355686	0,9558964944	0,9582726986	0,941189838	0,976642456	0,9742267401	0,8068769189	0,9609852513	0,9399767892
"cysA"	"Q8Z0H0"	"Sulfate/thiosulfate import ATP-binding protein CysA "	-0,810181984	3	3	0		0		0	0,8006925346	0,0818541317	-0,0450476137	0,0345011661	0,0770033344	-0,2387106075	-0,2853247454	-0,3898414561	-0,0203148507	-0,3211739407	0,5095644065	0,5815284447	0,3527503615	0,3775796888	0,3045727363	0,4331262701	0,2937957073	0,4675338812	0,2533845424	0,9435533861	0,9523426132	0,9705860101	0,9630070135	0,930313976	0,8697347138	0,947761146	0,9605399366	0,9719447959	0,9199769532	0,8463890663	0,9526393808	0,9688635724	0,9565606172	0,9643331386	0,9139957543	0,6878735032
"hpsN"	"Q8YNX0"	"All4441 protein "	-0,8092097666	3	3	0		0		0	-0,4599906537	0,1024938086	0,0441738407	0,0728294952	-0,1000581159	-0,1483479481	-0,1020638922	-0,1333413326	-0,002062747	0,100843374	-0,0225590309	-0,3805854464	-0,1528337898	-0,0946540801	-0,1304714665	-0,1149712809	0,204738524	0,0611963862	0,7310126725	0,9466103674	0,9459747958	0,9626364339	0,9466834092	0,9590820391	0,9206936106	0,9476774543	0,9610607297	0,975071731	0,9722214047	0,9042135813	0,970918496	0,982531333	0,9717638289	0,9811946064	0,9414355972	0,9546316408
"alr8562"	"Q8YJW8"	"Chromosome partitioning protein, ParA family ATPase "	-0,8088580582	3	3	0		0		0	0,2885621865	0,0266649898	-0,0423653586	0,1242628545	0,100142016	-0,2700306998	-0,6691750957	-0,4853702206	-0,2176644179	-0,0855093473	-0,0903916693	-0,717890824	0,0189138824	-0,3001331852	-0,5340528279	-0,3199184258	0,1515056181	0,2489368162	0,8647519324	0,956252566	0,949588186	0,9440357811	0,9508236716	0,955102292	0,8103214624	0,8498997327	0,9337763079	0,9760742249	0,9688049203	0,787948674	0,9776469501	0,9688272178	0,9034788849	0,9616644423	0,9462582128	0,9046313782
"moaE"	"Q8YWH5"	"Molybdopterin synthase catalytic subunit "	-0,8077656837	2	2	0		0		0	0,4433826128	-0,0576977056	-0,056067644	-0,0629143803	0,4034415939	-0,0972532911	-0,0284005256	0,7118466556	-0,0876945882	-0,4745104256	-0,2851307931	-0,0766581839	0,0588389873	-0,2946435323	-0,3259159414	-0,5021747221	-0,268586749	0,6832662041	0,7495126579	0,9519459526	0,9447471934	0,9653246319	0,5409572818	0,9701907484	0,9384789676	0,6512655421	0,953821467	0,9265237203	0,9484240336	0,953984622	0,97601045	0,9729336733	0,9560873079	0,945685727	0,9282159235	0,8768859762
"alr1085"	"Q8YXX2"	"Alr1085 protein "	-0,8072002748	2	2	0		0		0	0,4339431144	0,3380278597	0,0412769438	-0,3942141804	-0,4745536417	0,233190504	0,3016609224	0,6113506123	0,2756807143	0,3173834077	-0,4199535228	-0,1389959459	-0,2798978351	0,0961670595	-0,3088344057	-0,0353397368	0,4311352932	0,0434541654	0,758412931	0,8511837452	0,9542117761	0,8869517325	0,8648370128	0,9455175432	0,8873125717	0,7252787167	0,9191640319	0,9565705997	0,9315026572	0,9468868072	0,960560089	0,9817693636	0,9561526461	0,9839785198	0,8848192585	0,9560779294
"alr4686"	"Q8YN84"	"Cytochrome P450 "	-0,8068000956	3	3	0		0		0	-0,1267320451	0,2038836431	0,1055174144	-0,0977849628	-0,0126743917	0,0901879999	0,1416663611	-0,1145532287	-0,4500543784	-0,5741888818	-0,4165741783	-0,0014440768	0,1503533966	-0,1995201022	-0,1037470009	-0,176748991	0,0008968841	-0,0840903742	0,9333108364	0,8986752135	0,9009433069	0,9536506266	0,9677134183	0,9701011767	0,9087262794	0,9502081556	0,876287845	0,9179717838	0,9220446582	0,9594551867	0,972705901	0,9752013953	0,9725688423	0,9765169451	0,9626945976	0,9489406185
"apcD"	"P80556"	"Allophycocyanin subunit alpha-B "	-0,8058466334	3	3	0		0		0	-0,1308839137	-0,1967784356	0,0243759888	0,205412274	0,1458045591	0,0574028904	0,0670062802	0,077132914	-0,1051184108	-0,0931769948	0,0460824855	0,0157005985	-0,1011554575	-0,005105703	-0,077085199	-0,0052021615	-0,2843829814	-0,1340211952	0,9275963002	0,884514027	0,9550838376	0,9226371691	0,9415645962	0,9741930741	0,9313094956	0,9565109653	0,9519193256	0,9762243023	0,9714142127	0,9585258478	0,9739875446	0,9846660244	0,9753630678	0,9849082643	0,9407021711	0,9477128634
"alr3176"	"Q8YSB3"	"Alr3176 protein "	-0,8050869325	3	3	0		0		0	0,1075815966	0,2454603041	0,0930940381	0,0071739918	-0,1778716947	-0,2553318979	-0,3731408059	-0,2429995981	-0,1315450246	-0,3126680444	-0,3605726257	-0,4663658539	0,2353980528	0,1275691151	-0,3457169266	-0,621394361	-0,3604167666	0,3825566091	0,9450745782	0,8508006073	0,94656996	0,9733748652	0,895576744	0,9406690575	0,8080302505	0,9391499491	0,951899271	0,9630370044	0,9549680648	0,9227641303	0,9724338562	0,9828134333	0,9659378191	0,9547622449	0,9110702458	0,8253584277
"alr3037"	"Q8YSP7"	"Two-component sensor histidine kinase "	-0,804324277	3	3	0		0		0	-0,329455676	0,1813972885	0,2268275191	-0,0474606891	-0,0152269098	0,0351199114	-0,0362426635	-0,1485072499	-0,4616144813	-0,0785013198	-0,078136865	-0,5187835732	-0,294014391	-0,1162742802	-0,2311264899	-0,4760664899	-0,1352856697	-0,0274454698	0,9079193404	0,9454590922	0,9049026676	0,968763191	0,9683010647	0,9765732153	0,9369030468	0,9519280105	0,9011723595	0,9768316217	0,9702193203	0,8595896714	0,9610896034	0,9828931954	0,9714674027	0,9747192295	0,956856034	0,9591433746
"alr1356"	"Q8YX59"	"Alr1356 protein "	-0,8024838121	3	3	0		0		0	0,2678242922	-0,0090855082	-0,0642981257	0,0059561191	0,232993393	0,2109116262	-0,077205509	0,661381709	0,0102208749	-0,1864986211	0,0682851466	-0,0100756827	-0,1646673704	-0,2091185173	-0,1871092733	0,0368035437	-0,7429886188	-0,002807154	0,867099279	0,9603957037	0,9471949111	0,9732730727	0,856118854	0,9581088801	0,9308737361	0,8315819496	0,9607527828	0,9726465651	0,971262876	0,9591635199	0,9727269559	0,9812884319	0,9701116181	0,984545274	0,8931331556	0,9601252315
"all0623"	"Q8YZ64"	"Glycolate oxidase iron-sulfur subunit "	-0,8010377036	3	3	0		0		0	-0,667249966	-0,4868124781	0,0248417655	0,357734057	0,2457232465	-0,1544878349	-0,1113936686	-0,1921165408	-0,0215691071	-0,0549028062	0,1487293178	0,0242815119	0,3152852837	-0,2000406546	-0,0581226214	-0,0972823128	-0,2869102537	-0,273870293	0,6991410698	0,9270447012	0,957199833	0,9001382217	0,9295743874	0,9680177898	0,9243933885	0,9430886236	0,9595413816	0,9777092437	0,9625831743	0,9579052472	0,959512782	0,976996278	0,9757629039	0,982515388	0,9132940639	0,8937651084
"PCC7120DELTA_RS23835"	"WP_044522184.1"	"DUF1868 domain-containing protein "	-0,7999067885	3	3	0		0		0	-0,0222300295	-0,1651914364	-0,0317445897	0,1083437377	0,2054237194	0,2739951461	0,5635221459	0,4835870383	0,7656918535	0,5195243024	0,503352986	0,6803243279	0,9849206417	0,778883272	0,9965036421	0,9380735742	0,9363108255	0,8367962049	0,9502121562	0,9094600698	0,9545595197	0,959222555	0,9266450222	0,9371209302	0,4901172009	0,8371369568	0,4204683328	0,9368422115	0,9095310233	0,7518496183	0,8520814521	0,8657433144	0,7325505104	0,7145892219	0,2392717669	0,3278273311
"agp"	"P30521"	"Glucose-1-phosphate adenylyltransferase "	-0,797945783	3	3	0		0		0	-0,29146572	-0,0631338816	0,1737206262	0,0518627406	-0,2133162141	-0,307255702	-0,3193001479	-0,3272994252	-0,2230655918	-0,111859669	-0,2810706441	-0,3279297465	-0,248301469	0,0163047083	-0,1074018397	-0,1196208637	-0,2709487698	-0,268551418	0,856561982	0,9513278493	0,8901678093	0,966217688	0,9003279187	0,9173449998	0,8214411186	0,9046580762	0,9241101632	0,9741729344	0,9489933014	0,9192783525	0,9628148683	0,9844326385	0,9724882896	0,9804068235	0,9220862049	0,912245766
"alr1018"	"Q8YY34"	"Glu-tRNA(Gln) amidotransferase subunit A "	-0,7960667198	3	3	0		0		0	-0,3130620212	-0,207963964	0,3964524665	0,1062341671	-0,315838366	-0,2095423765	-0,4113437434	-0,5802321631	-0,2802439898	-0,1726058288	-0,0792540412	0,1021070935	-0,2179405041	-0,2649441155	-0,3328748519	-0,1573917084	-0,3923208592	-0,2096154287	0,8856251663	0,9161461748	0,6996252768	0,9544276286	0,9218668605	0,9587488294	0,785240495	0,9166571678	0,9333926796	0,9702371612	0,9702925026	0,9533803191	0,970732042	0,9795516199	0,9619582587	0,9807235746	0,9259109839	0,9473733532
"all2357"	"Q8YUI9"	"Phosphonates import ATP-binding protein PhnC 2 "	-0,7942591952	3	3	0		0		0	0,1676004796	-0,1151910911	-0,0510504001	0,0461856649	0,144751162	0,0978717574	0,0731693499	0,1231198555	-0,1079005312	0,0889731577	0,1164393167	-0,1872434966	-0,1813642519	0,0357192238	0,3448943626	0,2041163032	0,3734443006	0,2521052585	0,9160073086	0,9290619286	0,9463173378	0,9670671919	0,9210315925	0,9689563346	0,9298073753	0,9496568251	0,9489909033	0,9760427796	0,9657718491	0,9378632741	0,9686385372	0,9835519884	0,9460802046	0,9762887936	0,9059351153	0,9306672747
"alr2488"	"Q8YU66"	"UPF0145 protein alr2488 "	-0,7940492529	3	3	0		0		0	-0,6408648955	-0,6751064903	0,279924195	0,3399983614	0,1384830791	-0,4050329953	-0,3230358522	-0,8703112719	-1,6850866319	-1,8246844847	-1,7962570707	-1,4637260049	-1,0625471742	-1,5558745864	-1,6531881237	-1,6350364031	-1,4739420645	-1,1166312929	0,7032964663	0,7647849276	0,7852301483	0,8591986271	0,9355302802	0,9173446839	0,8275196638	0,5353689109	0,5054893482	0,8422697404	0,7992633049	0,7646480449	0,9409104162	0,9338223792	0,7992183918	0,9167601216	0,5090553613	0,9048018042
"tal2"	"P48993"	"Transaldolase 2 "	-0,7938073795	3	3	0		0		0	0,1338581773	0,1192665599	-0,0996031275	-0,1899779554	-0,316264247	-0,148796106	0,2383519995	1,2256629861	0,4504313614	0,0063168791	0,2755078917	-0,0861950597	-0,1344488679	0,0733659391	-0,1042153883	-0,0243637636	0,0900760574	-0,1532459365	0,9255618849	0,9332952005	0,9077683169	0,919770102	0,8371288933	0,9647393906	0,8680244338	0,5106454118	0,8390694373	0,9794815233	0,9491792776	0,95191926	0,9708411331	0,9823029219	0,9728629806	0,9843561285	0,9546300211	0,9445882074
"all1704"	"Q8YWB1"	"Two-component response regulator "	-0,7937854053	3	3	0		0		0	0,0914634048	-0,0165114202	-0,0025433387	-0,0047213566	0,0167972192	-0,0837825434	-0,1302684154	0,0084266728	0,5346745112	0,0926680236	-0,1169470876	-0,4242139649	-0,1930220075	-0,1875575181	-0,3852142012	-0,041397739	0,0402629044	0,1828258172	0,93718887	0,9591086385	0,961323672	0,9736584193	0,9687690607	0,9751007855	0,930197244	0,9629281099	0,9307526506	0,9777557002	0,9692246751	0,9298234838	0,9726123728	0,9812606587	0,960555239	0,9841641304	0,9602976427	0,9436734645
"all1745"	"WP_044521052.1"	"glutathione S-transferase family protein "	-0,7926273988	3	3	0		0		0	0,1285996157	0,3603879686	-0,1164324585	-0,1485009997	-0,3006672471	-0,2666026888	-0,2373476556	-0,3541325534	-0,5468234381	-0,3478854652	-0,3810582393	-0,5984410222	-0,44092445	-0,4696166791	-0,4878465195	-0,0373704328	0,1218390991	0,2540141931	0,9289976328	0,4994412095	0,9102770829	0,9273460998	0,831328593	0,9426889761	0,8710766483	0,8869638106	0,7504420252	0,945496968	0,9284476841	0,7770593409	0,9220342775	0,9311482441	0,8920510914	0,9838573467	0,9525356884	0,9316349631
"all2333"	"Q8YUL1"	"All2333 protein "	-0,7925156618	3	3	0		0		0	0,3306402555	0,3703552935	-0,0494877246	-0,2298621649	0,0317858178	0,1281339856	0,3521996603	0,1656052369	0,3900052746	-0,2762617876	-0,4247912435	-0,0800962619	0,0778066825	-0,3473233788	-0,3923062147	0,1177279767	-0,2749172214	-0,2649330788	0,9075311536	0,5335936019	0,9517723347	0,8455880868	0,9648628259	0,9682988139	0,7957345419	0,9443550443	0,9020189101	0,9728817239	0,9434076908	0,9550572493	0,9755660831	0,9716586004	0,9564569849	0,9821034186	0,9361025441	0,9332761495
"all0769"	"Q8YYS7"	"Acetyl-CoA synthetase "	-0,7922656794	3	3	0		0		0	-0,3753220624	0,2301602017	0,2632607986	0,3525167897	-0,3410748257	-0,3300388309	-0,2574874243	-0,0687170271	0,0388024752	0,3083984831	-0,0754142838	-0,0545624754	-0,2535113321	-0,1736368758	-0,3539313685	-0,1095625403	-0,1171628077	0,2557679415	0,783118853	0,940990184	0,8611266308	0,8954176255	0,7629244695	0,9220973104	0,8704877132	0,9574955853	0,957819965	0,9646654311	0,9695803965	0,9557049485	0,9654767171	0,9798836882	0,9488759353	0,9815394178	0,9509225246	0,9076389353
"all4388"	"Q8YP14"	"All4388 protein "	-0,7909179043	3	3	0		0		0	0,3493501198	-0,031438864	-0,2045502266	-0,0034369417	0,0334439164	0,2878398535	0,3398919729	0,2341691058	0,0438617637	0,1138166851	0,1665598401	-0,0008522667	-0,0780147437	0,1287004246	0,0300771697	-0,3528122093	-0,0488741464	-0,3158722052	0,8171135403	0,9564873154	0,9113727773	0,973601597	0,9677809424	0,9115809992	0,7883105822	0,9301505581	0,956828952	0,9736380463	0,9599683021	0,9594987506	0,9745153977	0,9799266148	0,9770860068	0,9637350459	0,9585366251	0,86301463
"all4160"	"WP_044522107.1"	"anti-sigma factor antagonist "	-0,7905002267	3	3	0		0		0	0,2209780867	0,2309332273	-0,0227103193	-0,1352031007	-0,0689932418	-0,074721369	-0,0149384851	0,0984981826	0,0658634476	0,0107443516	0,1653498867	0,1533624619	0,2591325873	-0,1596419755	-0,0142650607	0,4271332827	0,2648710051	0,2332600851	0,8941881494	0,8854043155	0,9549962535	0,9408162146	0,955981398	0,9718203472	0,9402635038	0,9528458082	0,9539992485	0,9792284675	0,9609381217	0,9442296776	0,9594078164	0,9773622977	0,9779319043	0,9469334792	0,9269769403	0,9229137392
"all2992"	"Q8YSU1"	"All2992 protein "	-0,7900570493	3	3	0		0		0	-0,7346380649	0,057384713	0,1455664622	-0,129022609	-0,0531707854	-0,1134611303	0,0272981696	0,1435747204	0,0218779519	-0,0026088611	-0,0776535998	0,0978253608	-0,1021152495	-0,3447796094	-0,3063129186	-0,0696594516	0,0328605058	0,0632328811	0,6280651264	0,9522323501	0,8744170777	0,9492396043	0,9624977745	0,9672771017	0,9382637986	0,9475454795	0,9594916614	0,9796279802	0,9690751175	0,9516228748	0,9737535585	0,9690958844	0,9540076242	0,9831005243	0,9600533729	0,952128936
"NTRC"	"WP_044520713.1"	"thioredoxin-disulfide reductase "	-0,7899864313	3	3	0		0		0	0,0045491132	-0,1576980695	0,0833687322	-0,1281712402	-0,0663887705	0,0031875017	0,1149468023	0,511707085	0,9647457485	1,0347058596	0,7077764902	0,4362081404	0,5840617896	0,6317418242	0,8056772076	-0,4266191464	0,0290766823	0,0735330459	0,9528639653	0,9392213424	0,9452741919	0,9534772643	0,9567974325	0,9781300032	0,9226356255	0,8941323111	0,5167008288	0,7207669788	0,8883743477	0,9170978532	0,9470550702	0,9436745058	0,849970037	0,973755864	0,9614987291	0,9568791045
"all3922"	"Q8YQB1"	"Isoaspartyl peptidase/L-asparaginase "	-0,7885346435	3	3	0		0		0	0,1093834839	-0,3841410121	-0,044180672	0,1447676505	-0,1182091531	-0,0614315357	-0,0560402636	0,1117493708	0,1875537584	0,0244817336	0,0490257587	0,1673153947	0,0578490919	0,1103734831	0,1743210086	-0,2489980504	0,0286503665	0,2578172103	0,9366363766	0,5463029729	0,9544370345	0,9408839987	0,9562013499	0,9748071882	0,9327663804	0,9504307678	0,9331770661	0,978623174	0,9705302024	0,9428567897	0,9757547029	0,9809763496	0,9699733468	0,9717360032	0,960462174	0,9280389377
"all3446"	"Q8YRK0"	"All3446 protein "	-0,7883105835	3	3	0		0		0	0,0431470185	-0,0606760907	-0,0033090433	-0,233852637	-0,0100201122	0,0960563347	0,2648153602	0,3955039764	0,4384713882	0,4993135101	0,4660557418	0,5285790751	0,3564291235	0,1352885122	0,0135255593	0,4020630413	0,329856675	1,1263427045	0,9466339385	0,94951844	0,9610111565	0,9557139324	0,9687521356	0,9706170895	0,8703732125	0,8959441448	0,9029689265	0,9408840244	0,9356503894	0,8726462591	0,9506780441	0,9812563431	0,9780957322	0,9629078185	0,9159178863	0,4097031092
"devH"	"Q9KI45"	"Putative DNA-binding protein DevH "	-0,7878480115	3	3	0		0		0	-0,0890254937	0,2672229712	0,3272498609	-0,0094647172	-0,2418118402	-0,3700948371	-0,2708395784	-0,7537286593	-0,5858465763	0,1173005972	0,2538671532	0,0301402979	-0,1524850558	-0,0376851331	0,2283165905	0,1539423901	0,3348559514	0,2533318798	0,9416492557	0,8730425462	0,1205637725	0,9727842718	0,8175069183	0,8310098449	0,8360055561	0,4091444474	0,67451279	0,9729210959	0,951924197	0,957003917	0,9690810029	0,9834871158	0,9601346233	0,9780338229	0,9032810325	0,9134122925
"all5089"	"Q8YM51"	"Phosphoglucomutase/phosphomannomutase "	-0,7859605935	3	3	0		0		0	0,1916018029	0,5743097563	0,0858754507	-0,3054789232	-0,2534232728	-0,215985697	-0,0121263574	-0,0844992846	-0,0368628935	0,1212605206	0,0301941298	-0,059957343	-0,0169161814	0,0598756338	0,135932603	0,1375469172	0,2256193275	0,2833637195	0,9056605245	0,2986954152	0,9207295802	0,7866496022	0,8551772171	0,9402898799	0,9408276925	0,9544556857	0,9575363247	0,9729188694	0,9716924398	0,9543820172	0,9775832603	0,9828524626	0,9704349464	0,9793731009	0,9359630435	0,8905614795
"PCC7120DELTA_RS09850"	"WP_044521010.1"	"hypothetical protein "	-0,785944428	1	1	0		0		0	0,6532389659	-0,0661283081	-0,417641998	0,3760424218	0,2948874705	0,6416232191	0,7352795784	-0,6867083579	0,3838320992	0,3355693314	0,0167519831	0,0616039161	-0,1099965798	0,9012482106	0,1469619583	0,8942278298	-1,1341680649	0,7557277123	0,6220170788	0,9527386709	0,3730988877	0,8112165971	0,8886558053	0,7461281332	0,4936817634	0,7955760552	0,9119279975	0,9623249155	0,9727886115	0,9557721547	0,9744825169	0,8833809724	0,9729135403	0,8771208851	0,39333646	0,6927612253
"all4690"	"Q8YN80"	"All4690 protein "	-0,7845327818	3	3	0		0		0	-0,069378029	0,5224441916	0,1343835068	-0,2006101688	-0,2820017392	-0,6682339074	-0,6564777224	-0,433647087	-0,9177660308	-0,6725048301	-0,8049541202	-0,5188600891	-0,4010346848	-0,4159324484	0,1279150263	-0,5873324908	-0,7204918946	-0,5108082923	0,9465660828	0,5421101519	0,9358379242	0,9226824494	0,8969562445	0,5065869742	0,3434065613	0,8970678537	0,6225580479	0,9199683759	0,8213431728	0,8878234945	0,9599473288	0,9760056472	0,9763750116	0,9584537732	0,7827097551	0,906048845
"glpK"	"Q8YW05"	"Glycerol kinase "	-0,7838349451	3	3	0		0		0	0,3566672165	0,1875475095	0,3216506254	0,062550002	0,0552238705	0,0865028764	-0,5069454117	-0,8503901293	-0,9132259602	-0,4240319166	-0,5269083963	-0,0136349462	-0,5105680603	-0,3921885229	-0,7606910025	-0,4495244334	-0,2380447239	-0,2401782142	0,8444243444	0,9004696065	0,5346918321	0,9655011355	0,9590514166	0,9719612415	0,64242429	0,6740725557	0,6451570256	0,9495284289	0,945406711	0,9589085344	0,9526630898	0,9683661458	0,9226743761	0,9701534181	0,9315226187	0,9231987985
"all7597"	"Q8ZSB4"	"All7597 protein "	-0,783029109	3	3	0		0		0	0,0681433974	-0,2262532337	0,1696250769	0,0477904427	0,3110581591	0,3623500016	0,1639282472	0,0895260719	0,7344459687	0,5645489678	0,5724923929	0,5903124299	0,5515565886	0,6928710066	0,2907966884	0,8899215945	0,2833806	0,25455791	0,9434540906	0,8757502051	0,9156236539	0,9678956137	0,7513014887	0,834722255	0,9004744654	0,9535531666	0,6081875613	0,8847786875	0,875778902	0,817955336	0,8927070955	0,9349080316	0,9542055702	0,9616580552	0,9317041349	0,9221528553
"alr1230"	"Q8YXI3"	"Two-component response regulator "	-0,7830264674	2	2	0		0		0	-0,2015812667	-0,0070334753	-0,0569608649	0,1769998699	-0,09698801	0,0138659576	0,0824767885	-0,0314489737	-0,2790356492	-0,0466251717	-0,2580243039	-0,0271300147	-0,1920807317	-0,3485573257	0,0177372495	1,1481010798	-0,0166338406	-0,1465262419	0,9104121896	0,9603925203	0,9491063559	0,9318103636	0,9517558547	0,9775007674	0,9284680485	0,9609884609	0,9172096798	0,9777341101	0,9519181144	0,9575347247	0,9686465128	0,9758894138	0,9778969388	0,4251584261	0,9617627244	0,9472330855
"metK"	"Q8YS47"	"S-adenosylmethionine synthetase "	-0,7819099449	3	3	0		0		0	0,2167221958	-0,0916217816	-0,1975188391	-0,01439626	0,1958151109	0,1916273119	0,1944711626	0,5259506836	0,286680112	0,3511550892	0,1815917959	0,4444676709	0,9825865582	0,0761144601	0,4080309724	0,7262315904	-0,262965605	0,2254756437	0,9028770456	0,9460830251	0,7560898897	0,972180647	0,922710095	0,9599409164	0,9010695603	0,8016763619	0,9228787655	0,9395258155	0,9593973606	0,863263745	0,7498173873	0,9826461	0,9326023108	0,9346872475	0,9275855945	0,9356856243
"all1023"	"Q8YY29"	"All1023 protein "	-0,7792556609	3	3	0		0		0	-0,1160964914	-0,2263165109	-0,141753685	0,4883084114	0,381579298	0,7545219563	0,6669594157	0,6073423068	0,6868069867	0,1255200074	0,0303711028	0,0414111609	0,3310525066	0,08199691	0,409354826	0,5943584898	0,2514785365	0,564522466	0,930796942	0,8580470306	0,9022561996	0,6477183553	0,8799396492	0,6976105414	0,5780950453	0,6862602947	0,5774160095	0,9728853487	0,9719101141	0,9563257532	0,9550829713	0,9825189767	0,9270199996	0,931509624	0,9270007724	0,7517060276
"ssb1"	"P0A4K0"	"Single-stranded DNA-binding protein 1 "	-0,7781708753	3	3	0		0		0	0,0778533708	0,6800761663	0,156393723	-0,1420712932	-0,2400927882	-0,544626684	-0,3203127446	-0,0782198663	-0,5372188495	-0,2648175831	-0,4113730128	-0,1824673745	-0,2002309411	-0,0166578029	0,0294923781	0,0609821392	-1,5963168689	-0,6466786123	0,9417175186	0,1232215844	0,8924508565	0,9554743376	0,9218139386	0,8765286092	0,8873722475	0,9581257539	0,7773156271	0,9633072041	0,9376531485	0,9426371162	0,966591558	0,9842664253	0,9773730409	0,9833963577	0,0686372699	0,4695812109
"nadB"	"WP_044522801.1"	"L-aspartate oxidase "	-0,7779020916	3	3	0		0		0	-0,0227865089	-0,0249741519	-0,1907299813	-0,0716768741	0,0133381984	0,1452095565	0,4203589053	0,9252166142	0,4110034403	0,7352335264	0,3226557681	0,754960519	0,53729556	0,796504405	0,6222510186	0,7974933028	0,2105730916	0,6023743106	0,9502141691	0,9575492221	0,8764623286	0,9630389685	0,9679292633	0,9630909812	0,848073876	0,4802648182	0,9114348678	0,9277009211	0,9468536608	0,7539772366	0,928644593	0,931293696	0,9355176619	0,9392647687	0,9479619258	0,8958221197
